,Mainline,Fork,Pr nr,Filename,Operation,File classification,Interesting
50,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/DescribeUserScramCredentialsResult.java,MODIFIED,MO,1
51,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/MemberAssignment.java,MODIFIED,MO,1
52,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/NewPartitionReassignment.java,MODIFIED,MO,1
54,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/UserScramCredentialsDescription.java,MODIFIED,MO,1
57,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/internals/AllBrokersStrategy.java,MODIFIED,MO,1
58,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/internals/ListTransactionsHandler.java,MODIFIED,MO,1
61,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/NoOffsetForPartitionException.java,MODIFIED,MO,1
66,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AsyncClient.java,MODIFIED,MO,1
76,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/RequestFuture.java,MODIFIED,MO,1
89,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/cache/LRUCache.java,MODIFIED,MO,1
91,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/config/SslClientAuth.java,MODIFIED,MO,1
93,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/protocol/Protocol.java,MODIFIED,MO,1
95,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/record/AbstractRecords.java,MODIFIED,MO,1
98,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/requests/DescribeConfigsResponse.java,MODIFIED,MO,1
99,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/JaasContext.java,MODIFIED,MO,1
100,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/auth/SaslExtensions.java,MODIFIED,MO,1
104,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/unsecured/OAuthBearerUnsecuredJws.java,MODIFIED,MO,1
105,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/unsecured/OAuthBearerUnsecuredLoginCallbackHandler.java,MODIFIED,MO,1
106,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/unsecured/OAuthBearerUnsecuredValidatorCallbackHandler.java,MODIFIED,MO,1
109,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/utils/ChildFirstClassLoader.java,MODIFIED,MO,1
110,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/utils/CloseableIterator.java,MODIFIED,MO,1
111,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/utils/Sanitizer.java,MODIFIED,MO,1
112,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/server/authorizer/Authorizer.java,MODIFIED,MO,1
121,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/RequestFutureTest.java,MODIFIED,MO,1
126,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/producer/MockProducerTest.java,MODIFIED,MO,1
128,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/network/SaslChannelBuilderTest.java,MODIFIED,MO,1
130,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/security/oauthbearer/internals/OAuthBearerSaslServerTest.java,MODIFIED,MO,1
132,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/security/oauthbearer/internals/unsecured/OAuthBearerUnsecuredValidatorCallbackHandlerTest.java,MODIFIED,MO,1
133,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/serialization/SerializationTest.java,MODIFIED,MO,1
34,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumer.java,None,NOT EXISTING,0
35,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventProcessor.java,None,NOT EXISTING,0
36,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/AsyncKafkaConsumerTest.java,None,NOT EXISTING,0
37,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventProcessorTest.java,None,NOT EXISTING,0
38,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/Consumer.java,None,NA,0
39,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/KafkaConsumer.java,None,NA,0
40,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/MockConsumer.java,None,NA,0
41,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/SubscriptionPattern.java,None,NOT EXISTING,0
42,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ClassicKafkaConsumer.java,None,NOT EXISTING,0
43,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/KafkaConsumerTest.java,None,NA,0
45,apache/kafka,linkedin/kafka,17917,tools/src/main/java/org/apache/kafka/tools/MetadataQuorumCommand.java,None,NOT EXISTING,0
47,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/MetadataSnapshot.java,None,NOT EXISTING,0
53,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/ShareGroupDescription.java,None,NOT EXISTING,0
55,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/internals/AdminApiDriver.java,None,NA,0
56,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/admin/internals/AdminMetadataManager.java,None,NA,0
59,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/ConsumerConfig.java,None,NA,0
60,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/ConsumerRecords.java,None,NA,0
62,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/RangeAssignor.java,None,NA,0
63,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractCoordinator.java,None,NA,0
64,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractFetch.java,None,NOT EXISTING,0
65,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractStickyAssignor.java,None,NA,0
67,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CommitRequestManager.java,None,NOT EXISTING,0
68,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerCoordinator.java,None,NA,0
69,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CoordinatorRequestManager.java,None,NOT EXISTING,0
70,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/Fetch.java,None,NOT EXISTING,0
71,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchCollector.java,None,NOT EXISTING,0
72,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/Fetcher.java,None,NA,0
73,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/NetworkClientDelegate.java,None,NOT EXISTING,0
74,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetFetcher.java,None,NOT EXISTING,0
75,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetsRequestManager.java,None,NOT EXISTING,0
77,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/RequestManagers.java,None,NOT EXISTING,0
78,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ShareConsumeRequestManager.java,None,NOT EXISTING,0
79,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ShareConsumerImpl.java,None,NOT EXISTING,0
80,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/SubscriptionState.java,None,NA,0
81,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/AssignmentChangeEvent.java,None,NOT EXISTING,0
82,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CommitEvent.java,None,NOT EXISTING,0
83,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ShareAcknowledgeOnCloseEvent.java,None,NOT EXISTING,0
84,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ShareAcknowledgeSyncEvent.java,None,NOT EXISTING,0
85,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ShareFetchEvent.java,None,NOT EXISTING,0
86,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/producer/KafkaProducer.java,None,NA,0
87,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/producer/internals/ProducerBatch.java,None,NA,0
88,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/clients/producer/internals/TxnPartitionMap.java,None,NOT EXISTING,0
90,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/config/ConfigDef.java,None,NA,0
92,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/header/internals/RecordHeaders.java,None,NA,0
94,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/record/AbstractLegacyRecordBatch.java,None,NA,0
96,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/record/MemoryRecords.java,None,NA,0
97,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/requests/ApiVersionsResponse.java,None,NA,0
101,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/OAuthBearerClientInitialResponse.java,None,NA,0
102,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/HttpAccessTokenRetriever.java,None,NOT EXISTING,0
103,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/oauthbearer/internals/secured/RefreshingHttpsJwks.java,None,NOT EXISTING,0
107,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/security/ssl/CommonNameLoggingTrustManagerFactoryWrapper.java,None,NOT EXISTING,0
108,apache/kafka,linkedin/kafka,17917,clients/src/main/java/org/apache/kafka/common/telemetry/internals/TelemetryMetricNamingConvention.java,None,NOT EXISTING,0
113,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/admin/KafkaAdminClientTest.java,None,NA,0
114,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/admin/internals/DeleteRecordsHandlerTest.java,None,NOT EXISTING,0
115,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/admin/internals/ListOffsetsHandlerTest.java,None,NOT EXISTING,0
116,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/AbstractCoordinatorTest.java,None,NA,0
117,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/FetchCollectorTest.java,None,NOT EXISTING,0
118,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/FetchRequestManagerTest.java,None,NOT EXISTING,0
119,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/FetcherTest.java,None,NA,0
120,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/OffsetFetcherTest.java,None,NOT EXISTING,0
122,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/ShareConsumeRequestManagerTest.java,None,NOT EXISTING,0
123,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/ShareFetchCollectorTest.java,None,NOT EXISTING,0
124,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/consumer/internals/TopicMetadataFetcherTest.java,None,NOT EXISTING,0
125,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/clients/producer/KafkaProducerTest.java,None,NA,0
127,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/config/provider/EnvVarConfigProviderTest.java,None,NOT EXISTING,0
129,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/security/oauthbearer/internals/OAuthBearerSaslClientTest.java,None,NA,0
131,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/security/oauthbearer/internals/secured/HttpAccessTokenRetrieverTest.java,None,NOT EXISTING,0
134,apache/kafka,linkedin/kafka,17917,clients/src/test/java/org/apache/kafka/common/utils/UtilsTest.java,None,NA,0
135,apache/kafka,linkedin/kafka,17917,core/src/test/scala/integration/kafka/api/AuthorizerIntegrationTest.scala,None,NA,0
136,apache/kafka,linkedin/kafka,17917,core/src/test/scala/unit/kafka/server/ReplicaManagerTest.scala,None,NA,0
137,apache/kafka,linkedin/kafka,17915,clients/src/main/java/org/apache/kafka/clients/producer/KafkaProducer.java,None,NA,0
138,apache/kafka,linkedin/kafka,17909,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ShareConsumeRequestManager.java,None,NOT EXISTING,0
139,apache/kafka,linkedin/kafka,17909,clients/src/test/java/org/apache/kafka/clients/consumer/internals/ShareConsumeRequestManagerTest.java,None,NOT EXISTING,0
140,apache/kafka,linkedin/kafka,17909,core/src/test/java/kafka/test/api/ShareConsumerTest.java,None,NOT EXISTING,0
141,apache/kafka,linkedin/kafka,17899,streams/src/main/java/org/apache/kafka/streams/processor/internals/StreamTask.java,None,NA,0
142,apache/kafka,linkedin/kafka,17898,server-common/src/main/java/org/apache/kafka/timeline/SnapshotRegistry.java,None,NOT EXISTING,0
143,apache/kafka,linkedin/kafka,17898,server-common/src/test/java/org/apache/kafka/timeline/SnapshotRegistryTest.java,None,NOT EXISTING,0
144,apache/kafka,linkedin/kafka,17889,streams/src/test/java/org/apache/kafka/streams/processor/internals/StreamThreadTest.java,None,NA,0
145,apache/kafka,linkedin/kafka,17887,core/src/test/scala/unit/kafka/server/ReplicaManagerTest.scala,None,NA,0
146,apache/kafka,linkedin/kafka,17866,.github/scripts/junit.py,None,OTHER EXT,0
147,apache/kafka,linkedin/kafka,17863,.github/workflows/ci-complete.yml,None,OTHER EXT,0
148,apache/kafka,linkedin/kafka,17863,.github/scripts/junit.py,None,OTHER EXT,0
151,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/DeserializationExceptionHandler.java,MODIFIED,MO,1
156,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/LogAndContinueExceptionHandler.java,MODIFIED,MO,1
158,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/LogAndFailExceptionHandler.java,MODIFIED,MO,1
169,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StreamsUncaughtExceptionHandler.java,MODIFIED,MO,1
171,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/TaskIdFormatException.java,MODIFIED,ED,1
149,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/BrokerNotFoundException.java,None,NA,0
150,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/DefaultProductionExceptionHandler.java,None,NA,0
152,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/ErrorHandlerContext.java,None,NOT EXISTING,0
153,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/InvalidStateStoreException.java,None,NA,0
154,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/InvalidStateStorePartitionException.java,None,NA,0
155,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/LockException.java,None,NA,0
157,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/LogAndContinueProcessingExceptionHandler.java,None,NOT EXISTING,0
159,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/LogAndFailProcessingExceptionHandler.java,None,NOT EXISTING,0
160,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/ProcessingExceptionHandler.java,None,NOT EXISTING,0
161,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/ProcessorStateException.java,None,NA,0
162,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/ProductionExceptionHandler.java,None,NA,0
163,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StateStoreMigratedException.java,None,NA,0
164,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StateStoreNotAvailableException.java,None,NA,0
165,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StreamsException.java,None,NA,0
166,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StreamsNotStartedException.java,None,NA,0
167,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StreamsRebalancingException.java,None,NA,0
168,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/StreamsStoppedException.java,None,NOT EXISTING,0
170,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/TaskCorruptedException.java,None,NA,0
172,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/TopologyException.java,None,NA,0
173,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/UnknownStateStoreException.java,None,NA,0
174,apache/kafka,linkedin/kafka,17856,streams/src/main/java/org/apache/kafka/streams/errors/UnknownTopologyException.java,None,NOT EXISTING,0
176,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractKeyValueStoreTest.java,MODIFIED,MO,1
177,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractRocksDBSegmentedBytesStoreTest.java,MODIFIED,MO,1
179,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractSessionBytesStoreTest.java,MODIFIED,MO,1
181,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/InMemorySessionStoreTest.java,MODIFIED,MO,1
182,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/WindowKeySchemaTest.java,MODIFIED,MO,1
183,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/test/StreamsTestUtils.java,MODIFIED,MO,1
184,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/kstream/internals/SessionWindowedKStreamImplTest.java,MODIFIED,MO,1
185,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/kstream/internals/SlidingWindowedKStreamImplTest.java,MODIFIED,MO,1
186,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/kstream/internals/TimeWindowedKStreamImplTest.java,MODIFIED,MO,1
187,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CachingInMemorySessionStoreTest.java,MODIFIED,MO,1
188,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CachingPersistentSessionStoreTest.java,MODIFIED,MO,1
189,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CachingPersistentWindowStoreTest.java,MODIFIED,MO,1
190,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CompositeReadOnlyKeyValueStoreTest.java,MODIFIED,MO,1
191,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CompositeReadOnlySessionStoreTest.java,MODIFIED,MO,1
192,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/CompositeReadOnlyWindowStoreTest.java,MODIFIED,MO,1
193,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/FilteredCacheIteratorTest.java,MODIFIED,MO,1
175,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractDualSchemaRocksDBSegmentedBytesStoreTest.java,None,NOT EXISTING,0
178,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractRocksDBWindowStoreTest.java,None,NOT EXISTING,0
180,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/AbstractWindowBytesStoreTest.java,None,NA,0
194,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/ListValueStoreTest.java,None,NOT EXISTING,0
195,apache/kafka,linkedin/kafka,17855,streams/src/test/java/org/apache/kafka/streams/state/internals/TimeOrderedCachingPersistentWindowStoreTest.java,None,NOT EXISTING,0
