,Mainline,Fork,Pr nr,Patch classification,Interesting
0,ekohl/metadata_json_deps,puppetlabs/dependency_checker,10,NA,0
1,ekohl/metadata_json_deps,puppetlabs/dependency_checker,3,NA,0
