,Mainline,Fork,Pr nr,Patch classification,Interesting
196,apache/kafka,linkedin/kafka,15122,MO,1
207,apache/kafka,linkedin/kafka,15080,ED,1
202,apache/kafka,linkedin/kafka,15098,MO,1
158,apache/kafka,linkedin/kafka,15296,MO,1
173,apache/kafka,linkedin/kafka,15217,ED,1
174,apache/kafka,linkedin/kafka,15215,MO,1
176,apache/kafka,linkedin/kafka,15202,MO,1
163,apache/kafka,linkedin/kafka,15285,MO,1
164,apache/kafka,linkedin/kafka,15282,MO,1
157,apache/kafka,linkedin/kafka,15311,MO,1
170,apache/kafka,linkedin/kafka,15233,MO,1
166,apache/kafka,linkedin/kafka,15263,MO,1
149,apache/kafka,linkedin/kafka,15346,MO,1
231,apache/kafka,linkedin/kafka,14960,MO,1
229,apache/kafka,linkedin/kafka,14965,SP,1
240,apache/kafka,linkedin/kafka,14914,MO,1
235,apache/kafka,linkedin/kafka,14953,MO,1
242,apache/kafka,linkedin/kafka,14910,MO,1
227,apache/kafka,linkedin/kafka,14977,MO,1
204,apache/kafka,linkedin/kafka,15093,MO,1
206,apache/kafka,linkedin/kafka,15084,MO,1
209,apache/kafka,linkedin/kafka,15077,MO,1
211,apache/kafka,linkedin/kafka,15073,ED,1
226,apache/kafka,linkedin/kafka,14980,SP,1
224,apache/kafka,linkedin/kafka,14996,MO,1
228,apache/kafka,linkedin/kafka,14975,MO,1
219,apache/kafka,linkedin/kafka,15015,MO,1
216,apache/kafka,linkedin/kafka,15033,MO,1
125,apache/kafka,linkedin/kafka,15437,MO,1
159,apache/kafka,linkedin/kafka,15293,MO,1
133,apache/kafka,linkedin/kafka,15409,MO,1
135,apache/kafka,linkedin/kafka,15399,MO,1
146,apache/kafka,linkedin/kafka,15351,MO,1
148,apache/kafka,linkedin/kafka,15347,MO,1
137,apache/kafka,linkedin/kafka,15392,MO,1
144,apache/kafka,linkedin/kafka,15357,MO,1
120,apache/kafka,linkedin/kafka,15469,MO,1
126,apache/kafka,linkedin/kafka,15434,MO,1
130,apache/kafka,linkedin/kafka,15419,MO,1
129,apache/kafka,linkedin/kafka,15422,MO,1
119,apache/kafka,linkedin/kafka,15473,SP,1
52,apache/kafka,linkedin/kafka,15771,CC,0
32,apache/kafka,linkedin/kafka,15906,NE,0
36,apache/kafka,linkedin/kafka,15880,NE,0
28,apache/kafka,linkedin/kafka,15937,NE,0
48,apache/kafka,linkedin/kafka,15783,NA,0
45,apache/kafka,linkedin/kafka,15792,NA,0
38,apache/kafka,linkedin/kafka,15835,NE,0
40,apache/kafka,linkedin/kafka,15817,NE,0
41,apache/kafka,linkedin/kafka,15816,NE,0
42,apache/kafka,linkedin/kafka,15811,NA,0
43,apache/kafka,linkedin/kafka,15801,NE,0
37,apache/kafka,linkedin/kafka,15849,NE,0
39,apache/kafka,linkedin/kafka,15828,NE,0
25,apache/kafka,linkedin/kafka,15950,NE,0
24,apache/kafka,linkedin/kafka,15955,NA,0
21,apache/kafka,linkedin/kafka,15977,NA,0
26,apache/kafka,linkedin/kafka,15945,NA,0
20,apache/kafka,linkedin/kafka,15979,NA,0
18,apache/kafka,linkedin/kafka,15987,NE,0
109,apache/kafka,linkedin/kafka,15505,NE,0
110,apache/kafka,linkedin/kafka,15500,NA,0
111,apache/kafka,linkedin/kafka,15494,NA,0
112,apache/kafka,linkedin/kafka,15491,NA,0
103,apache/kafka,linkedin/kafka,15527,NE,0
105,apache/kafka,linkedin/kafka,15521,NE,0
106,apache/kafka,linkedin/kafka,15517,NA,0
108,apache/kafka,linkedin/kafka,15508,NA,0
91,apache/kafka,linkedin/kafka,15579,NE,0
90,apache/kafka,linkedin/kafka,15583,NE,0
89,apache/kafka,linkedin/kafka,15586,NE,0
88,apache/kafka,linkedin/kafka,15589,NE,0
86,apache/kafka,linkedin/kafka,15592,NE,0
94,apache/kafka,linkedin/kafka,15562,NA,0
95,apache/kafka,linkedin/kafka,15559,NA,0
100,apache/kafka,linkedin/kafka,15541,NA,0
87,apache/kafka,linkedin/kafka,15591,NE,0
61,apache/kafka,linkedin/kafka,15733,NA,0
62,apache/kafka,linkedin/kafka,15732,NE,0
63,apache/kafka,linkedin/kafka,15725,NA,0
56,apache/kafka,linkedin/kafka,15746,NA,0
55,apache/kafka,linkedin/kafka,15755,NA,0
54,apache/kafka,linkedin/kafka,15757,NA,0
72,apache/kafka,linkedin/kafka,15677,NE,0
75,apache/kafka,linkedin/kafka,15663,CC,0
74,apache/kafka,linkedin/kafka,15668,NE,0
73,apache/kafka,linkedin/kafka,15674,NE,0
77,apache/kafka,linkedin/kafka,15643,NE,0
80,apache/kafka,linkedin/kafka,15630,NA,0
79,apache/kafka,linkedin/kafka,15632,NA,0
81,apache/kafka,linkedin/kafka,15629,NE,0
83,apache/kafka,linkedin/kafka,15608,NE,0
53,apache/kafka,linkedin/kafka,15760,NE,0
68,apache/kafka,linkedin/kafka,15701,NE,0
14,apache/kafka,linkedin/kafka,16044,NE,0
16,apache/kafka,linkedin/kafka,16015,NA,0
8,apache/kafka,linkedin/kafka,16099,NA,0
10,apache/kafka,linkedin/kafka,16090,NE,0
11,apache/kafka,linkedin/kafka,16081,CC,0
12,apache/kafka,linkedin/kafka,16072,NA,0
6,apache/kafka,linkedin/kafka,16114,NA,0
7,apache/kafka,linkedin/kafka,16112,NA,0
5,apache/kafka,linkedin/kafka,16117,NE,0
4,apache/kafka,linkedin/kafka,16125,NE,0
1,apache/kafka,linkedin/kafka,16146,NE,0
2,apache/kafka,linkedin/kafka,16142,NE,0
3,apache/kafka,linkedin/kafka,16141,NA,0
136,apache/kafka,linkedin/kafka,15393,NA,0
147,apache/kafka,linkedin/kafka,15350,NA,0
145,apache/kafka,linkedin/kafka,15353,NE,0
142,apache/kafka,linkedin/kafka,15368,NE,0
143,apache/kafka,linkedin/kafka,15362,NE,0
141,apache/kafka,linkedin/kafka,15370,NA,0
138,apache/kafka,linkedin/kafka,15391,CC,0
139,apache/kafka,linkedin/kafka,15383,NE,0
140,apache/kafka,linkedin/kafka,15375,NE,0
134,apache/kafka,linkedin/kafka,15405,NA,0
132,apache/kafka,linkedin/kafka,15410,NA,0
127,apache/kafka,linkedin/kafka,15433,NE,0
128,apache/kafka,linkedin/kafka,15432,NE,0
121,apache/kafka,linkedin/kafka,15463,NA,0
131,apache/kafka,linkedin/kafka,15412,NA,0
124,apache/kafka,linkedin/kafka,15440,NE,0
123,apache/kafka,linkedin/kafka,15449,NA,0
180,apache/kafka,linkedin/kafka,15193,NA,0
179,apache/kafka,linkedin/kafka,15194,NE,0
178,apache/kafka,linkedin/kafka,15196,NE,0
177,apache/kafka,linkedin/kafka,15199,NA,0
175,apache/kafka,linkedin/kafka,15207,NA,0
169,apache/kafka,linkedin/kafka,15243,NA,0
171,apache/kafka,linkedin/kafka,15228,NE,0
172,apache/kafka,linkedin/kafka,15222,NA,0
165,apache/kafka,linkedin/kafka,15266,NA,0
167,apache/kafka,linkedin/kafka,15262,NA,0
168,apache/kafka,linkedin/kafka,15247,CC,0
153,apache/kafka,linkedin/kafka,15327,NE,0
152,apache/kafka,linkedin/kafka,15331,NA,0
160,apache/kafka,linkedin/kafka,15292,CC,0
162,apache/kafka,linkedin/kafka,15287,NA,0
161,apache/kafka,linkedin/kafka,15290,NA,0
150,apache/kafka,linkedin/kafka,15343,NE,0
151,apache/kafka,linkedin/kafka,15335,NA,0
155,apache/kafka,linkedin/kafka,15317,NA,0
156,apache/kafka,linkedin/kafka,15315,NA,0
154,apache/kafka,linkedin/kafka,15324,NE,0
122,apache/kafka,linkedin/kafka,15459,NA,0
185,apache/kafka,linkedin/kafka,15174,NA,0
189,apache/kafka,linkedin/kafka,15155,NE,0
195,apache/kafka,linkedin/kafka,15127,CC,0
194,apache/kafka,linkedin/kafka,15134,NA,0
193,apache/kafka,linkedin/kafka,15135,NA,0
187,apache/kafka,linkedin/kafka,15169,NA,0
188,apache/kafka,linkedin/kafka,15162,NA,0
181,apache/kafka,linkedin/kafka,15186,NA,0
182,apache/kafka,linkedin/kafka,15185,NA,0
183,apache/kafka,linkedin/kafka,15182,NE,0
212,apache/kafka,linkedin/kafka,15069,NA,0
210,apache/kafka,linkedin/kafka,15076,NA,0
205,apache/kafka,linkedin/kafka,15088,NA,0
208,apache/kafka,linkedin/kafka,15079,NA,0
200,apache/kafka,linkedin/kafka,15102,NA,0
199,apache/kafka,linkedin/kafka,15104,NA,0
201,apache/kafka,linkedin/kafka,15100,NE,0
203,apache/kafka,linkedin/kafka,15096,NA,0
198,apache/kafka,linkedin/kafka,15117,NA,0
197,apache/kafka,linkedin/kafka,15120,NE,0
186,apache/kafka,linkedin/kafka,15170,NE,0
217,apache/kafka,linkedin/kafka,15031,NA,0
220,apache/kafka,linkedin/kafka,15006,NA,0
218,apache/kafka,linkedin/kafka,15030,NE,0
214,apache/kafka,linkedin/kafka,15061,NE,0
213,apache/kafka,linkedin/kafka,15068,NA,0
225,apache/kafka,linkedin/kafka,14989,NE,0
221,apache/kafka,linkedin/kafka,15004,NE,0
222,apache/kafka,linkedin/kafka,15003,NE,0
223,apache/kafka,linkedin/kafka,15001,NE,0
215,apache/kafka,linkedin/kafka,15037,NA,0
233,apache/kafka,linkedin/kafka,14955,NA,0
232,apache/kafka,linkedin/kafka,14959,NE,0
230,apache/kafka,linkedin/kafka,14964,NE,0
236,apache/kafka,linkedin/kafka,14947,NE,0
234,apache/kafka,linkedin/kafka,14954,NE,0
238,apache/kafka,linkedin/kafka,14927,NE,0
237,apache/kafka,linkedin/kafka,14939,NE,0
239,apache/kafka,linkedin/kafka,14918,NE,0
241,apache/kafka,linkedin/kafka,14913,NE,0
243,apache/kafka,linkedin/kafka,14902,NA,0
244,apache/kafka,linkedin/kafka,14895,NE,0
