,Mainline,Fork,Pr nr,Filename,Operation,File classification,Interesting
242,apache/kafka,linkedin/kafka,14810,clients/src/main/resources/common/message/FetchResponse.json,MODIFIED,MO,1
246,apache/kafka,linkedin/kafka,14810,clients/src/main/resources/common/message/ProduceRequest.json,MODIFIED,MO,1
247,apache/kafka,linkedin/kafka,14810,clients/src/main/resources/common/message/ProduceResponse.json,MODIFIED,MO,1
250,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/clients/ClusterConnectionStatesTest.java,MODIFIED,MO,1
251,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/clients/MetadataCacheTest.java,MODIFIED,ED,1
253,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/clients/admin/AdminClientUnitTestEnv.java,MODIFIED,MO,1
258,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/clients/admin/internals/AdminMetadataManagerTest.java,MODIFIED,MO,1
259,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/clients/consumer/ConsumerConfigTest.java,MODIFIED,MO,1
273,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/common/requests/UpdateMetadataRequest.java,MODIFIED,MO,1
274,apache/kafka,linkedin/kafka,14810,clients/src/main/resources/common/message/UpdateMetadataRequest.json,MODIFIED,ED,1
283,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/controller/ControllerChannelManager.scala,MODIFIED,MO,1
284,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/coordinator/transaction/ProducerIdManager.scala,MODIFIED,ED,1
287,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/AutoTopicCreationManager.scala,MODIFIED,MO,1
288,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,MODIFIED,ED,1
289,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/BrokerServer.scala,MODIFIED,MO,1
290,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/ConfigHandler.scala,MODIFIED,ED,1
293,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/ControllerServer.scala,MODIFIED,ED,1
294,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/ForwardingManager.scala,MODIFIED,MO,1
301,apache/kafka,linkedin/kafka,14810,core/src/main/scala/kafka/server/metadata/ZkMetadataCache.scala,MODIFIED,ED,1
307,apache/kafka,linkedin/kafka,14810,core/src/test/scala/unit/kafka/coordinator/transaction/ProducerIdManagerTest.scala,MODIFIED,ED,1
309,apache/kafka,linkedin/kafka,14810,core/src/test/scala/unit/kafka/server/AutoTopicCreationManagerTest.scala,MODIFIED,MO,1
313,apache/kafka,linkedin/kafka,14810,core/src/test/scala/unit/kafka/server/MetadataCacheTest.scala,MODIFIED,MO,1
317,apache/kafka,linkedin/kafka,14810,core/src/test/scala/unit/kafka/server/StopReplicaRequestTest.scala,MODIFIED,MO,1
322,apache/kafka,linkedin/kafka,14810,jmh-benchmarks/src/main/java/org/apache/kafka/jmh/metadata/MetadataRequestBenchmark.java,MODIFIED,SP,1
326,apache/kafka,linkedin/kafka,14810,server-common/src/main/java/org/apache/kafka/queue/EventQueue.java,MODIFIED,ED,1
337,apache/kafka,linkedin/kafka,14810,storage/src/main/java/org/apache/kafka/server/log/remote/metadata/storage/TopicBasedRemoteLogMetadataManager.java,MODIFIED,MO,1
338,apache/kafka,linkedin/kafka,14810,storage/src/test/java/org/apache/kafka/server/log/remote/metadata/storage/TopicBasedRemoteLogMetadataManagerTest.java,MODIFIED,ED,1
341,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/common/record/ConvertedRecords.java,MODIFIED,MO,1
343,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/common/record/LazyDownConversionRecordsSend.java,MODIFIED,MO,1
346,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/common/record/RecordsUtil.java,MODIFIED,MO,1
348,apache/kafka,linkedin/kafka,14810,clients/src/test/java/org/apache/kafka/common/record/MemoryRecordsBuilderTest.java,MODIFIED,MO,1
350,apache/kafka,linkedin/kafka,14810,core/src/test/scala/unit/kafka/coordinator/AbstractCoordinatorConcurrencyTest.scala,MODIFIED,MO,1
20,apache/kafka,linkedin/kafka,14810,.asf.yaml,None,OTHER EXT,0
21,apache/kafka,linkedin/kafka,14810,Jenkinsfile,None,OTHER EXT,0
22,apache/kafka,linkedin/kafka,14810,LICENSE-binary,None,OTHER EXT,0
24,apache/kafka,linkedin/kafka,14810,bin/kafka-get-offsets.sh,None,NA,0
25,apache/kafka,linkedin/kafka,14810,bin/kafka-leader-election.sh,None,NA,0
26,apache/kafka,linkedin/kafka,14810,bin/kafka-reassign-partitions.sh,None,NA,0
28,apache/kafka,linkedin/kafka,14810,bin/kafka-topics.sh,None,NA,0
29,apache/kafka,linkedin/kafka,14810,bin/windows/kafka-get-offsets.bat,None,ERROR,0
30,apache/kafka,linkedin/kafka,14810,bin/windows/kafka-leader-election.bat,None,ERROR,0
31,apache/kafka,linkedin/kafka,14810,bin/windows/kafka-reassign-partitions.bat,None,ERROR,0
32,apache/kafka,linkedin/kafka,14810,bin/windows/kafka-run-class.bat,None,ERROR,0
33,apache/kafka,linkedin/kafka,14810,bin/windows/kafka-topics.bat,None,ERROR,0
34,apache/kafka,linkedin/kafka,14810,build.gradle,None,OTHER EXT,0
35,apache/kafka,linkedin/kafka,14810,checkstyle/.scalafmt.conf,None,OTHER EXT,0
38,apache/kafka,linkedin/kafka,14810,checkstyle/import-control-metadata.xml,None,NOT EXISTING,0
39,apache/kafka,linkedin/kafka,14810,checkstyle/import-control-server-common.xml,None,NOT EXISTING,0
40,apache/kafka,linkedin/kafka,14810,checkstyle/import-control-storage.xml,None,NOT EXISTING,0
42,apache/kafka,linkedin/kafka,14810,checkstyle/suppressions.xml,None,NA,0
43,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/CommonClientConfigs.java,None,NA,0
46,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/NetworkClient.java,None,NA,0
49,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/Admin.java,None,NA,0
51,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/ConfigEntry.java,None,NA,0
52,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/EndpointType.java,None,NOT EXISTING,0
53,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/FinalizedVersionRange.java,None,NA,0
54,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/ForwardingAdmin.java,None,NOT EXISTING,0
55,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/KafkaAdminClient.java,None,NA,0
57,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/internals/AdminBootstrapAddresses.java,None,NOT EXISTING,0
59,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/internals/AlterConsumerGroupOffsetsHandler.java,None,NA,0
60,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/internals/ListConsumerGroupOffsetsHandler.java,None,NA,0
61,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/internals/ListOffsetsHandler.java,None,NOT EXISTING,0
62,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/admin/internals/PartitionLeaderStrategy.java,None,NA,0
64,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/ConsumerConfig.java,None,NA,0
65,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/GroupProtocol.java,None,NOT EXISTING,0
66,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/KafkaConsumer.java,None,NA,0
67,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/LogTruncationException.java,None,NA,0
69,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractCoordinator.java,None,NA,0
70,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractFetch.java,None,NOT EXISTING,0
71,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/AbstractStickyAssignor.java,None,NA,0
72,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CachedSupplier.java,None,NOT EXISTING,0
73,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CommitRequestManager.java,None,NOT EXISTING,0
74,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CompletedFetch.java,None,NOT EXISTING,0
75,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerCoordinator.java,None,NA,0
76,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerCoordinatorMetrics.java,None,NOT EXISTING,0
78,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerNetworkThread.java,None,NOT EXISTING,0
79,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerRebalanceListenerInvoker.java,None,NOT EXISTING,0
80,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/ConsumerUtils.java,None,NOT EXISTING,0
81,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/CoordinatorRequestManager.java,None,NOT EXISTING,0
82,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/DefaultBackgroundThread.java,None,NOT EXISTING,0
83,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/DefaultEventHandler.java,None,NOT EXISTING,0
84,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/Deserializers.java,None,NOT EXISTING,0
85,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchBuffer.java,None,NOT EXISTING,0
86,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchCollector.java,None,NOT EXISTING,0
87,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchConfig.java,None,NOT EXISTING,0
88,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchMetricsRegistry.java,None,NOT EXISTING,0
89,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchRequestManager.java,None,NOT EXISTING,0
90,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/FetchUtils.java,None,NOT EXISTING,0
91,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/Fetcher.java,None,NA,0
92,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/HeartbeatRequestManager.java,None,NOT EXISTING,0
93,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/MemberState.java,None,NOT EXISTING,0
94,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/MembershipManager.java,None,NOT EXISTING,0
95,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/MembershipManagerImpl.java,None,NOT EXISTING,0
96,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/NetworkClientDelegate.java,None,NOT EXISTING,0
97,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetFetcher.java,None,NOT EXISTING,0
98,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetFetcherUtils.java,None,NOT EXISTING,0
100,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetsForLeaderEpochUtils.java,None,NOT EXISTING,0
101,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/OffsetsRequestManager.java,None,NOT EXISTING,0
102,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/PrototypeAsyncConsumer.java,None,NOT EXISTING,0
103,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/RequestManager.java,None,NOT EXISTING,0
104,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/RequestManagers.java,None,NOT EXISTING,0
105,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/RequestState.java,None,NOT EXISTING,0
106,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/SensorBuilder.java,None,NOT EXISTING,0
107,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/SubscriptionState.java,None,NA,0
108,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/TopicMetadataRequestManager.java,None,NOT EXISTING,0
109,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/Utils.java,None,NOT EXISTING,0
110,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/WakeupTrigger.java,None,NOT EXISTING,0
111,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEvent.java,None,NOT EXISTING,0
112,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventHandler.java,None,NOT EXISTING,0
113,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ApplicationEventProcessor.java,None,NOT EXISTING,0
114,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/AssignmentChangeApplicationEvent.java,None,NOT EXISTING,0
115,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/BackgroundEvent.java,None,NOT EXISTING,0
116,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/BackgroundEventHandler.java,None,NOT EXISTING,0
117,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/BackgroundEventProcessor.java,None,NOT EXISTING,0
118,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CommitApplicationEvent.java,None,NOT EXISTING,0
119,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableApplicationEvent.java,None,NOT EXISTING,0
120,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/CompletableEvent.java,None,NOT EXISTING,0
121,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ErrorBackgroundEvent.java,None,NOT EXISTING,0
122,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/EventHandler.java,None,NOT EXISTING,0
123,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/EventProcessor.java,None,NOT EXISTING,0
124,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ListOffsetsApplicationEvent.java,None,NOT EXISTING,0
125,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/NewTopicsMetadataUpdateRequestEvent.java,None,NOT EXISTING,0
126,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/OffsetFetchApplicationEvent.java,None,NOT EXISTING,0
127,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/PollApplicationEvent.java,None,NOT EXISTING,0
128,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ResetPositionsApplicationEvent.java,None,NOT EXISTING,0
129,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/TopicMetadataApplicationEvent.java,None,NOT EXISTING,0
130,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/consumer/internals/events/ValidatePositionsApplicationEvent.java,None,NOT EXISTING,0
131,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/producer/KafkaProducer.java,None,NA,0
134,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/producer/ProducerConfig.java,None,NA,0
138,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/producer/internals/Sender.java,None,NA,0
140,apache/kafka,linkedin/kafka,14810,clients/src/main/java/org/apache/kafka/clients/producer/internals/TransactionManager.java,None,NA,0
