,Mainline,Fork,Pr nr,Patch classification,Interesting
224,apache/kafka,linkedin/kafka,16720,MO,1
226,apache/kafka,linkedin/kafka,16709,MO,1
231,apache/kafka,linkedin/kafka,16675,MO,1
233,apache/kafka,linkedin/kafka,16661,MO,1
202,apache/kafka,linkedin/kafka,16820,MO,1
205,apache/kafka,linkedin/kafka,16807,MO,1
206,apache/kafka,linkedin/kafka,16790,MO,1
207,apache/kafka,linkedin/kafka,16789,MO,1
208,apache/kafka,linkedin/kafka,16787,MO,1
212,apache/kafka,linkedin/kafka,16771,MO,1
213,apache/kafka,linkedin/kafka,16769,MO,1
216,apache/kafka,linkedin/kafka,16745,MO,1
217,apache/kafka,linkedin/kafka,16738,SP,1
188,apache/kafka,linkedin/kafka,16892,MO,1
80,apache/kafka,linkedin/kafka,17516,ED,1
83,apache/kafka,linkedin/kafka,17492,ED,1
58,apache/kafka,linkedin/kafka,17645,MO,1
190,apache/kafka,linkedin/kafka,16876,SP,1
191,apache/kafka,linkedin/kafka,16873,SP,1
194,apache/kafka,linkedin/kafka,16858,MO,1
172,apache/kafka,linkedin/kafka,17004,MO,1
173,apache/kafka,linkedin/kafka,16994,MO,1
177,apache/kafka,linkedin/kafka,16975,MO,1
179,apache/kafka,linkedin/kafka,16956,MO,1
181,apache/kafka,linkedin/kafka,16954,MO,1
185,apache/kafka,linkedin/kafka,16933,ED,1
154,apache/kafka,linkedin/kafka,17092,MO,1
98,apache/kafka,linkedin/kafka,17411,MO,1
100,apache/kafka,linkedin/kafka,17400,ED,1
102,apache/kafka,linkedin/kafka,17384,MO,1
103,apache/kafka,linkedin/kafka,17382,MO,1
104,apache/kafka,linkedin/kafka,17379,MO,1
105,apache/kafka,linkedin/kafka,17374,MO,1
74,apache/kafka,linkedin/kafka,17567,SP,1
75,apache/kafka,linkedin/kafka,17566,MO,1
158,apache/kafka,linkedin/kafka,17072,MO,1
164,apache/kafka,linkedin/kafka,17053,MO,1
165,apache/kafka,linkedin/kafka,17050,MO,1
166,apache/kafka,linkedin/kafka,17049,ED,1
168,apache/kafka,linkedin/kafka,17026,MO,1
169,apache/kafka,linkedin/kafka,17025,MO,1
140,apache/kafka,linkedin/kafka,17169,ED,1
141,apache/kafka,linkedin/kafka,17168,MO,1
111,apache/kafka,linkedin/kafka,17319,MO,1
112,apache/kafka,linkedin/kafka,17312,SP,1
115,apache/kafka,linkedin/kafka,17305,MO,1
119,apache/kafka,linkedin/kafka,17278,MO,1
120,apache/kafka,linkedin/kafka,17269,MO,1
121,apache/kafka,linkedin/kafka,17258,MO,1
143,apache/kafka,linkedin/kafka,17163,MO,1
147,apache/kafka,linkedin/kafka,17146,ED,1
153,apache/kafka,linkedin/kafka,17095,MO,1
125,apache/kafka,linkedin/kafka,17221,ED,1
130,apache/kafka,linkedin/kafka,17205,MO,1
132,apache/kafka,linkedin/kafka,17200,MO,1
133,apache/kafka,linkedin/kafka,17196,ED,1
134,apache/kafka,linkedin/kafka,17191,MO,1
135,apache/kafka,linkedin/kafka,17187,ED,1
108,apache/kafka,linkedin/kafka,17353,MO,1
310,apache/kafka,linkedin/kafka,16186,ED,1
311,apache/kafka,linkedin/kafka,16181,MO,1
9,apache/kafka,linkedin/kafka,17919,ED,1
284,apache/kafka,linkedin/kafka,16346,MO,1
19,apache/kafka,linkedin/kafka,17856,MO,1
20,apache/kafka,linkedin/kafka,17855,MO,1
25,apache/kafka,linkedin/kafka,17834,MO,1
6,apache/kafka,linkedin/kafka,17954,MO,1
3,apache/kafka,linkedin/kafka,17970,MO,1
4,apache/kafka,linkedin/kafka,17963,NE,0
5,apache/kafka,linkedin/kafka,17959,NE,0
24,apache/kafka,linkedin/kafka,17837,NE,0
23,apache/kafka,linkedin/kafka,17838,NA,0
22,apache/kafka,linkedin/kafka,17839,NA,0
21,apache/kafka,linkedin/kafka,17848,NE,0
18,apache/kafka,linkedin/kafka,17863,CC,0
17,apache/kafka,linkedin/kafka,17866,CC,0
16,apache/kafka,linkedin/kafka,17887,NA,0
15,apache/kafka,linkedin/kafka,17889,NA,0
14,apache/kafka,linkedin/kafka,17898,NE,0
285,apache/kafka,linkedin/kafka,16345,NE,0
283,apache/kafka,linkedin/kafka,16353,NA,0
282,apache/kafka,linkedin/kafka,16358,NE,0
312,apache/kafka,linkedin/kafka,16175,NA,0
309,apache/kafka,linkedin/kafka,16187,NE,0
308,apache/kafka,linkedin/kafka,16188,NA,0
307,apache/kafka,linkedin/kafka,16194,NA,0
306,apache/kafka,linkedin/kafka,16197,NA,0
305,apache/kafka,linkedin/kafka,16210,NE,0
304,apache/kafka,linkedin/kafka,16216,NE,0
303,apache/kafka,linkedin/kafka,16217,NA,0
2,apache/kafka,linkedin/kafka,17971,NE,0
109,apache/kafka,linkedin/kafka,17343,NA,0
107,apache/kafka,linkedin/kafka,17358,NA,0
106,apache/kafka,linkedin/kafka,17361,NA,0
137,apache/kafka,linkedin/kafka,17178,NE,0
136,apache/kafka,linkedin/kafka,17184,NA,0
131,apache/kafka,linkedin/kafka,17203,NA,0
129,apache/kafka,linkedin/kafka,17206,NA,0
128,apache/kafka,linkedin/kafka,17207,NA,0
127,apache/kafka,linkedin/kafka,17210,NA,0
126,apache/kafka,linkedin/kafka,17214,NE,0
124,apache/kafka,linkedin/kafka,17227,CC,0
123,apache/kafka,linkedin/kafka,17232,NA,0
122,apache/kafka,linkedin/kafka,17239,CC,0
152,apache/kafka,linkedin/kafka,17106,CC,0
151,apache/kafka,linkedin/kafka,17109,NE,0
150,apache/kafka,linkedin/kafka,17115,NA,0
149,apache/kafka,linkedin/kafka,17118,NA,0
148,apache/kafka,linkedin/kafka,17121,CC,0
146,apache/kafka,linkedin/kafka,17148,CC,0
145,apache/kafka,linkedin/kafka,17152,CC,0
144,apache/kafka,linkedin/kafka,17155,CC,0
142,apache/kafka,linkedin/kafka,17164,NA,0
93,apache/kafka,linkedin/kafka,17439,NE,0
92,apache/kafka,linkedin/kafka,17445,NA,0
91,apache/kafka,linkedin/kafka,17447,NA,0
90,apache/kafka,linkedin/kafka,17455,NA,0
118,apache/kafka,linkedin/kafka,17280,CC,0
117,apache/kafka,linkedin/kafka,17287,NE,0
116,apache/kafka,linkedin/kafka,17294,NA,0
114,apache/kafka,linkedin/kafka,17307,NE,0
113,apache/kafka,linkedin/kafka,17310,NA,0
110,apache/kafka,linkedin/kafka,17342,NE,0
139,apache/kafka,linkedin/kafka,17171,NA,0
138,apache/kafka,linkedin/kafka,17172,NA,0
167,apache/kafka,linkedin/kafka,17031,CC,0
163,apache/kafka,linkedin/kafka,17054,NA,0
162,apache/kafka,linkedin/kafka,17058,NE,0
161,apache/kafka,linkedin/kafka,17065,NA,0
160,apache/kafka,linkedin/kafka,17067,NE,0
159,apache/kafka,linkedin/kafka,17071,CC,0
77,apache/kafka,linkedin/kafka,17540,NA,0
76,apache/kafka,linkedin/kafka,17541,NA,0
101,apache/kafka,linkedin/kafka,17393,CC,0
99,apache/kafka,linkedin/kafka,17401,NE,0
97,apache/kafka,linkedin/kafka,17417,NA,0
96,apache/kafka,linkedin/kafka,17419,CC,0
95,apache/kafka,linkedin/kafka,17430,NE,0
94,apache/kafka,linkedin/kafka,17434,NA,0
157,apache/kafka,linkedin/kafka,17078,NA,0
156,apache/kafka,linkedin/kafka,17085,CC,0
155,apache/kafka,linkedin/kafka,17086,NE,0
184,apache/kafka,linkedin/kafka,16934,NA,0
183,apache/kafka,linkedin/kafka,16942,NE,0
182,apache/kafka,linkedin/kafka,16953,NA,0
180,apache/kafka,linkedin/kafka,16955,NA,0
178,apache/kafka,linkedin/kafka,16961,NE,0
176,apache/kafka,linkedin/kafka,16982,NA,0
175,apache/kafka,linkedin/kafka,16988,NE,0
174,apache/kafka,linkedin/kafka,16990,NE,0
171,apache/kafka,linkedin/kafka,17005,NA,0
170,apache/kafka,linkedin/kafka,17018,NE,0
201,apache/kafka,linkedin/kafka,16826,NA,0
200,apache/kafka,linkedin/kafka,16829,NE,0
199,apache/kafka,linkedin/kafka,16833,NE,0
198,apache/kafka,linkedin/kafka,16854,NA,0
197,apache/kafka,linkedin/kafka,16855,NA,0
196,apache/kafka,linkedin/kafka,16856,NA,0
195,apache/kafka,linkedin/kafka,16857,NA,0
193,apache/kafka,linkedin/kafka,16861,NA,0
192,apache/kafka,linkedin/kafka,16869,NE,0
61,apache/kafka,linkedin/kafka,17631,NE,0
60,apache/kafka,linkedin/kafka,17632,NA,0
59,apache/kafka,linkedin/kafka,17635,NE,0
89,apache/kafka,linkedin/kafka,17459,NE,0
88,apache/kafka,linkedin/kafka,17471,CC,0
87,apache/kafka,linkedin/kafka,17475,NA,0
86,apache/kafka,linkedin/kafka,17476,NE,0
85,apache/kafka,linkedin/kafka,17483,CC,0
84,apache/kafka,linkedin/kafka,17490,NE,0
82,apache/kafka,linkedin/kafka,17509,NE,0
81,apache/kafka,linkedin/kafka,17515,NE,0
79,apache/kafka,linkedin/kafka,17526,NA,0
78,apache/kafka,linkedin/kafka,17532,NE,0
189,apache/kafka,linkedin/kafka,16886,NA,0
187,apache/kafka,linkedin/kafka,16918,NA,0
186,apache/kafka,linkedin/kafka,16919,NE,0
215,apache/kafka,linkedin/kafka,16753,NA,0
214,apache/kafka,linkedin/kafka,16755,NE,0
211,apache/kafka,linkedin/kafka,16772,NA,0
210,apache/kafka,linkedin/kafka,16777,NA,0
209,apache/kafka,linkedin/kafka,16784,NA,0
204,apache/kafka,linkedin/kafka,16817,NA,0
203,apache/kafka,linkedin/kafka,16818,NA,0
232,apache/kafka,linkedin/kafka,16663,NE,0
230,apache/kafka,linkedin/kafka,16678,NA,0
229,apache/kafka,linkedin/kafka,16692,NE,0
228,apache/kafka,linkedin/kafka,16702,NA,0
227,apache/kafka,linkedin/kafka,16705,NA,0
225,apache/kafka,linkedin/kafka,16711,NE,0
223,apache/kafka,linkedin/kafka,16721,NA,0
43,apache/kafka,linkedin/kafka,17713,NA,0
73,apache/kafka,linkedin/kafka,17572,NA,0
72,apache/kafka,linkedin/kafka,17575,NA,0
71,apache/kafka,linkedin/kafka,17578,NE,0
69,apache/kafka,linkedin/kafka,17585,NA,0
68,apache/kafka,linkedin/kafka,17599,NA,0
67,apache/kafka,linkedin/kafka,17604,NA,0
66,apache/kafka,linkedin/kafka,17607,NE,0
63,apache/kafka,linkedin/kafka,17621,CC,0
221,apache/kafka,linkedin/kafka,16723,NA,0
219,apache/kafka,linkedin/kafka,16730,NA,0
218,apache/kafka,linkedin/kafka,16736,NA,0
248,apache/kafka,linkedin/kafka,16581,NA,0
247,apache/kafka,linkedin/kafka,16585,NA,0
246,apache/kafka,linkedin/kafka,16591,NA,0
245,apache/kafka,linkedin/kafka,16605,NA,0
244,apache/kafka,linkedin/kafka,16614,NE,0
242,apache/kafka,linkedin/kafka,16625,NA,0
241,apache/kafka,linkedin/kafka,16635,NA,0
240,apache/kafka,linkedin/kafka,16638,NA,0
239,apache/kafka,linkedin/kafka,16642,NE,0
237,apache/kafka,linkedin/kafka,16647,NE,0
236,apache/kafka,linkedin/kafka,16654,NA,0
235,apache/kafka,linkedin/kafka,16657,NE,0
234,apache/kafka,linkedin/kafka,16660,NE,0
265,apache/kafka,linkedin/kafka,16462,NE,0
262,apache/kafka,linkedin/kafka,16472,CC,0
261,apache/kafka,linkedin/kafka,16487,NA,0
258,apache/kafka,linkedin/kafka,16509,NA,0
257,apache/kafka,linkedin/kafka,16525,NE,0
256,apache/kafka,linkedin/kafka,16526,NE,0
255,apache/kafka,linkedin/kafka,16557,NA,0
28,apache/kafka,linkedin/kafka,17817,NA,0
57,apache/kafka,linkedin/kafka,17655,NE,0
56,apache/kafka,linkedin/kafka,17657,NA,0
55,apache/kafka,linkedin/kafka,17658,NA,0
54,apache/kafka,linkedin/kafka,17662,NE,0
53,apache/kafka,linkedin/kafka,17674,NA,0
52,apache/kafka,linkedin/kafka,17682,NA,0
51,apache/kafka,linkedin/kafka,17688,NA,0
50,apache/kafka,linkedin/kafka,17693,NA,0
49,apache/kafka,linkedin/kafka,17696,NA,0
46,apache/kafka,linkedin/kafka,17704,NA,0
252,apache/kafka,linkedin/kafka,16562,NE,0
251,apache/kafka,linkedin/kafka,16570,NA,0
280,apache/kafka,linkedin/kafka,16366,NE,0
279,apache/kafka,linkedin/kafka,16367,NE,0
277,apache/kafka,linkedin/kafka,16374,NE,0
276,apache/kafka,linkedin/kafka,16376,NE,0
274,apache/kafka,linkedin/kafka,16407,NA,0
273,apache/kafka,linkedin/kafka,16410,CC,0
272,apache/kafka,linkedin/kafka,16416,NA,0
13,apache/kafka,linkedin/kafka,17899,NA,0
12,apache/kafka,linkedin/kafka,17909,NE,0
11,apache/kafka,linkedin/kafka,17915,NA,0
8,apache/kafka,linkedin/kafka,17924,NA,0
41,apache/kafka,linkedin/kafka,17723,NA,0
40,apache/kafka,linkedin/kafka,17724,NE,0
39,apache/kafka,linkedin/kafka,17726,NE,0
38,apache/kafka,linkedin/kafka,17738,NA,0
34,apache/kafka,linkedin/kafka,17774,NE,0
33,apache/kafka,linkedin/kafka,17778,NA,0
266,apache/kafka,linkedin/kafka,16455,NA,0
7,apache/kafka,linkedin/kafka,17933,NE,0
296,apache/kafka,linkedin/kafka,16273,NA,0
294,apache/kafka,linkedin/kafka,16283,NE,0
293,apache/kafka,linkedin/kafka,16290,NE,0
292,apache/kafka,linkedin/kafka,16300,NA,0
290,apache/kafka,linkedin/kafka,16306,NE,0
289,apache/kafka,linkedin/kafka,16337,NA,0
288,apache/kafka,linkedin/kafka,16342,NE,0
287,apache/kafka,linkedin/kafka,16343,NE,0
301,apache/kafka,linkedin/kafka,16229,NE,0
1,apache/kafka,linkedin/kafka,17986,NA,0
0,apache/kafka,linkedin/kafka,17996,NE,0
298,apache/kafka,linkedin/kafka,16251,NA,0
